File,Package,Time
Bubble_FGD_O2_median.csv,343.9154357910156,23004.5
Bubble_FGD_SO_median.csv,572.8910217285156,38321.0
Bubble_FGO_O2_median.csv,54.99873352050781,3678.375
Bubble_FGO_SO_median.csv,265.2675552368164,17743.25
Bubble_FPD_O2_median.csv,85.5719985961914,5724.0
Bubble_FPD_SO_median.csv,126.41895294189452,8456.5
Bubble_FPO_O2_median.csv,13.779586791992188,921.5
Bubble_FPO_SO_median.csv,37.241249084472656,2490.875
Bubble_IGD_O2_median.csv,334.4886169433594,22374.125
Bubble_IGD_SO_median.csv,671.1675338745117,44894.125
Bubble_IGO_O2_median.csv,53.68162536621094,3590.75
Bubble_IGO_SO_median.csv,147.0692138671875,7695.75
Bubble_IPD_O2_median.csv,82.9740219116211,5550.875
Bubble_IPD_SO_median.csv,207.9679946899414,13910.375
Bubble_IPO_O2_median.csv,13.987937927246094,936.125
Bubble_IPO_SO_median.csv,57.20497894287109,3825.5
Merge_FGD_O2_median.csv,0.8462982177734375,56.625
Merge_FGD_SO_median.csv,1.0024337768554688,51.5
Merge_FGO_O2_median.csv,0.8689117431640625,57.375
Merge_FGO_SO_median.csv,0.9573211669921876,49.125
Merge_FPD_O2_median.csv,0.4444808959960937,29.625
Merge_FPD_SO_median.csv,0.6884689331054688,34.0
Merge_FPO_O2_median.csv,0.4452972412109375,30.0
Merge_FPO_SO_median.csv,0.653228759765625,32.375
Merge_IGD_O2_median.csv,0.3560943603515625,23.0
Merge_IGD_SO_median.csv,0.46575927734375,23.0
Merge_IGO_O2_median.csv,0.2931137084960937,19.25
Merge_IGO_SO_median.csv,0.3619842529296875,18.0
Merge_IPD_O2_median.csv,0.198638916015625,13.0
Merge_IPD_SO_median.csv,0.2467269897460937,11.875
Merge_IPO_O32_median.csv,0.1740264892578125,10.75
Merge_IPO_SO_median.csv,0.200653076171875,9.5
Shell_FGD_O2_median.csv,0.9691696166992188,64.875
Shell_FGD_SO_median.csv,1.24774169921875,83.0
Shell_FGO_O2_median.csv,0.8744964599609375,58.5
Shell_FGO_SO_median.csv,1.0729141235351562,70.875
Shell_FPD_O2_median.csv,0.497344970703125,32.875
Shell_FPD_SO_median.csv,0.6559186662946429,43.142857142857146
Shell_FPO_O2_median.csv,0.450592041015625,29.75
Shell_FPO_SO_median.csv,0.52154541015625,35.125
Shell_IGD_O2_median.csv,0.405029296875,26.25
Shell_IGD_SO_median.csv,0.8457489013671875,55.875
Shell_IGO_O2_median.csv,0.3023605346679687,19.875
Shell_IGO_SO_median.csv,0.45343017578125,30.0
Shell_IPD_O2_median.csv,0.2199172973632812,13.75
Shell_IPD_SO_median.csv,0.331298828125,21.75
Shell_IPO_O2_median.csv,0.168975830078125,11.0
Shell_IPO_SO_median.csv,0.2597885131835937,17.0
